ID,CODE,NAME,ALTNAME,ADDRESS,TEL1,MOBILE_NO,WEBSITE,EMAIL,FAX,OPEN_TIME,ADMIN_ID,PARENT_ID,BRANCH,LOCATE,REL_TYPE,X,Y
38805,37,Diao Eng Chay,,"Eulogio Rodriguez Jr. Avenue, Brgy. Bagumbayan, Quezon City, Metro Manila",02-7211105,,www.decfoodplaza.com,,,,133915009,0,Wilson Street,,0,121.0382502,14.59744098
281247,277,Clean Right Laundry and Dry Cleaners,,"Eulogio Rodriguez Jr. Avenue, Brgy. Bagumbayan, Quezon City, Metro Manila",02-7252966,,,,,,133915009,0,P. Guevarra,,0,121.0374818,14.59867568
38806,49,BPI Family Savings Bank,Bank of the Philippine Islands Family Savings Bank,"Eulogio Rodriguez Jr. Avenue, Brgy. Bagumbayan, Quezon City, Metro Manila",02-7262458,0917-5544482,www.bpiexpressonline.com,,,,133915009,224094,Wilson P. Guevarra,Wilson Square,1,121.0379588,14.59737176
43133,42,The Orange Place Boutique Hotel,,"Eulogio Rodriguez Jr. Avenue, Brgy. Bagumbayan, Quezon City, Metro Manila",02-7266213,,,,02-7266712,24HOURS,133915009,0,,,0,121.0364593,14.60462397
280868,44,Kanzhu Hand-Pulled Noodles,,"Eulogio Rodriguez Jr. Avenue, Brgy. Bagumbayan, Quezon City, Metro Manila",02-7487910,,,,,1000-2300,133915009,940201,,Citiplace Building,1,121.0384334,14.59846371
23223,44,North Park Noodle,,"Eulogio Rodriguez Jr. Avenue, Brgy. Bagumbayan, Quezon City, Metro Manila",02-7212759,,www.northpark.com.ph,,,MON-THU 0700-0200; FRI-SAT 24HOURS; SUN 0700-0200,133915009,0,,,0,121.0376515,14.5984511
280860,110,Apples and Berries Orchard,,"Eulogio Rodriguez Jr. Avenue, Brgy. Bagumbayan, Quezon City, Metro Manila",02-3831292,,,,,,133915009,0,,,0,121.038162,14.60092609
280884,110,Dash Cultural and Educational Institute,,"Eulogio Rodriguez Jr. Avenue, Brgy. Bagumbayan, Quezon City, Metro Manila",02-4161291,0977-8014579,,,,,133914060,113419,,Culmat Building,1,121.0342744,14.62395951
281323,307,Mar-v Glass and Aluminum Supply,,"Eulogio Rodriguez Jr. Avenue, Brgy. Bagumbayan, Quezon City, Metro Manila",02-2341590,0926-6377058,,,,,133915008,0,,,0,121.029083,14.59664736
3121,181,Santuario del Santo Cristo,,"Eulogio Rodriguez Jr. Avenue, Brgy. Bagumbayan, Quezon City, Metro Manila",02-7245466,,,,,,133915008,0,,,0,121.0307605,14.59840115
281366,212,City Lights,,"Eulogio Rodriguez Jr. Avenue, Brgy. Bagumbayan, Quezon City, Metro Manila",02-7224064,0927-4126263,www.citylight.com.ph,,,,133915021,114182,,Jafer Place,1,121.0490809,14.60505381
3396,4,Goldland Tower,,"Eulogio Rodriguez Jr. Avenue, Brgy. Bagumbayan, Quezon City, Metro Manila",02-7213871,,,,02-7213871,,133915021,0,,,0,121.0492759,14.6045312
3363,4,The Eisenhower,,"Eulogio Rodriguez Jr. Avenue, Brgy. Bagumbayan, Quezon City, Metro Manila",02-7239911,,,,,,133915021,0,,,0,121.0494929,14.60405124
281392,140,Dr. Jonathan F. Fandialan,,"Eulogio Rodriguez Jr. Avenue, Brgy. Bagumbayan, Quezon City, Metro Manila",02-7445344,0917-5205680,,,,,133915021,242656,,Tiffany Mansion,1,121.0490654,14.60524586
285112,252,Finfa Ferrel Salon,,"Eulogio Rodriguez Jr. Avenue, Brgy. Bagumbayan, Quezon City, Metro Manila",02-7248083,,,,,,133915021,3272,,McKinley Arcade,1,121.04729,14.60181
32771,116,Mercury Drug,,"Eulogio Rodriguez Jr. Avenue, Brgy. Bagumbayan, Quezon City, Metro Manila",02-7235129,,www.mercurydrug.com,,,,133915021,38797,Greenhills Wilson,Wilson Circle Village,2,121.0406524,14.59752936
281450,91,Rafeli Realty and Development Corporation,,"Eulogio Rodriguez Jr. Avenue, Brgy. Bagumbayan, Quezon City, Metro Manila",02-7244142,,www.rafelirealty.com,,,,133915021,0,,,0,121.0458995,14.60287779
23178,7,C3 Event Place,,"Eulogio Rodriguez Jr. Avenue, Brgy. Bagumbayan, Quezon City, Metro Manila",02-7262712,,www.c3eventsgroup.com,,,,133915021,0,,,0,121.0523225,14.60362789
3475,76,PLDT,Philippine Long Distance Telephone Company,"Eulogio Rodriguez Jr. Avenue, Brgy. Bagumbayan, Quezon City, Metro Manila",02-7238699,,www.pldthome.com,,,,133915021,0,Santolan Road,,0,121.0391002,14.60716249
38822,49,BDO,Banco De Oro,"Eulogio Rodriguez Jr. Avenue, Brgy. Bagumbayan, Quezon City, Metro Manila",02-7273943,,www.bdo.com.ph,,02-7245856,,133915021,3085,Greenhills-Wilson Branch,Pujalte Subdivision,2,121.0414222,14.59719137
281458,44,Masuki,,"Eulogio Rodriguez Jr. Avenue, Brgy. Bagumbayan, Quezon City, Metro Manila",02-7442721,,,,,0900-2300,133915021,549927,,Sekai Center,1,121.0427672,14.60524957
285450,44,Jozu Kin,,"Eulogio Rodriguez Jr. Avenue, Brgy. Bagumbayan, Quezon City, Metro Manila",02-4033645,,,,,,133915021,31406,,Ronac Art Center,1,121.04027,14.60713
281483,110,Study Time,,"Eulogio Rodriguez Jr. Avenue, Brgy. Saint Ignatius, Quezon City, Metro Manila",02-7212534,0920-9283870,,,02-5847691,MON-FRI 1000-1900; SAT 0800-1700,133915021,284156,,Continental Plaza Condominium,1,121.0514684,14.60392908
281124,352,AUC Incorporated,,"Eulogio Rodriguez Jr. Avenue, Brgy. Saint Ignatius, Quezon City, Metro Manila",02-7252480,,,,,,133915005,0,,,0,121.0293944,14.61146808
281144,3,EM Building,,"Eulogio Rodriguez Jr. Avenue, Brgy. Saint Ignatius, Quezon City, Metro Manila",02-7241572,,,,,,133915004,0,,,0,121.029003,14.60886498
38843,49,Chinabank,China Banking Corporation,"Eulogio Rodriguez Jr. Avenue, Brgy. Saint Ignatius, Quezon City, Metro Manila",02-4702916,,www.chinabank.ph,,02-4702916,,133915004,38842,N. Domingo,The Main Place,1,121.0272016,14.60774077
43132,42,Benson Apartelle,,"Eulogio Rodriguez Jr. Avenue, Brgy. Saint Ignatius, Quezon City, Metro Manila",02-7229682,,,,,24HOURS,133915004,0,,,0,121.0280027,14.60598554
3424,110,Foundation International School,,"Eulogio Rodriguez Jr. Avenue, Brgy. Ugong Norte, Quezon City, Metro Manila",02-7237308,,,,02-7237308,,133915004,0,,,0,121.0331819,14.60519842
281295,89,Yamon Marketing Corporation,,"Eulogio Rodriguez Jr. Avenue, Brgy. Ugong Norte, Quezon City, Metro Manila",02-7241707,,,,,,133915002,106125,,NBP Building,1,121.0230731,14.60935853
281296,421,Pioneer School and Office Supplies,,"Eulogio Rodriguez Jr. Avenue, Brgy. Ugong Norte, Quezon City, Metro Manila",02-7251122,,,,02-7240195,,133915002,0,,,0,121.0242077,14.60976304
281203,388,Data Images Plus Automation Phil. Inc.,,"Eulogio Rodriguez Jr. Avenue, Brgy. Ugong Norte, Quezon City, Metro Manila",02-7265512,,www.dataimagesplus.com,,,,133915002,113595,,Dallcon II Building,1,121.0279637,14.61095939
281222,265,Arch Michael Memorial Services,,"Eulogio Rodriguez Jr. Avenue, Brgy. Ugong, Pasig City, Metro Manila",02-7829228,0927-5605115,,,,24HOURS,133915002,113596,,Edificio Ingles,1,121.0268091,14.61059671
281260,249,Watch Massage Your Home Massage Service,,"Eulogio Rodriguez Jr. Avenue, Brgy. Ugong, Pasig City, Metro Manila",02-7442025,0929-2884906,,,,,133915002,106125,,NBP Building,1,121.0233768,14.60944893
3477,49,BPI,Bank of the Philippine Islands,"Eulogio Rodriguez Sr. Avenue, Brgy. Damayang Lagi, Quezon City, Metro Manila",02-7255974,0917-5545121,www.bpiexpressonline.com,,02-7255974,,133915002,0,San Juan N. Domingo,,0,121.0247841,14.60687186
3478,140,San Juan Medical Center,,"Eulogio Rodriguez Sr. Avenue, Brgy. Don Manuel, Quezon City, Metro Manila",02-7243266,,,,02-7242355,24HOURS,133915002,0,,,0,121.0235033,14.60679898
280745,137,Dentique,,"Eulogio Rodriguez Sr. Avenue, Brgy. Dona Imelda, Quezon City, Metro Manila",02-2157704,,,,,MON-SAT 1000-1800,133915001,3082,,Wilson Promenade,1,121.0381269,14.59704431
281465,94,Detecnet,,"Eulogio Rodriguez Sr. Avenue, Brgy. Dona Imelda, Quezon City, Metro Manila",02-4771638,,,,,,133915021,114146,,Greenhills Mansion,1,121.0523983,14.60444675
285458,44,Chefs Noodle,,"Eulogio Rodriguez Sr. Avenue, Brgy. Dona Imelda, Quezon City, Metro Manila",02-2340266,,www.facebook.com/chefsnoodlephils,,,,133915021,114162,,Atlanta Centre,1,121.05313,14.60473
281471,140,Cosmetic Surgery and Laser Center,,"Eulogio Rodriguez Sr. Avenue, Brgy. Dona Imelda, Quezon City, Metro Manila",02-7225071,,,,,,133915021,114146,Greenhills,Greenhills Mansion,1,121.0523983,14.60444675
43399,111,Southeast Asian College,,"Eulogio Rodriguez Sr. Avenue, Brgy. Dona Josefa, Quezon City, Metro Manila",,,,,,,133914033,0,,,0,121.0014691,14.61697752
43400,140,United Doctors Medical Center,,"Eulogio Rodriguez Sr. Avenue, Brgy. Dona Josefa, Quezon City, Metro Manila",,,,,,,133914033,0,,,0,121.0018512,14.61714094
43415,427,Mabuhay Rotonda,,"Eulogio Rodriguez Sr. Avenue, Brgy. Dona Josefa, Quezon City, Metro Manila",,,,,,,133914032,0,,,0,121.001766,14.617735
3984,181,St. Joseph Church,,"Eulogio Rodriguez Sr. Avenue, Brgy. Dona Josefa, Quezon City, Metro Manila",,,,,,,133914013,0,,,0,120.999213,14.656216
341916,210,Blade,,"Eulogio Rodriguez Sr. Avenue, Brgy. Immaculate Concepcion, Quezon City, Metro Manila",,,www.bladeasia.com,,,,133914139,44737,Ever Gotesco Commonwealth,Ever Gotesco Commonwealth,1,121.0850536,14.67836372
246481,306,Rapide Auto Service Experts,,"Eulogio Rodriguez Sr. Avenue, Brgy. Kalusugan, Quezon City, Metro Manila",02-4367667,,www.rapide.ph,,,,133914066,246480,Commonwealth,Chanca Building,1,121.077838,14.670055
246480,3,Chanca Building,,"Eulogio Rodriguez Sr. Avenue, Brgy. Kalusugan, Quezon City, Metro Manila",,,,,,,133914066,0,,,0,121.0778124,14.6699696
43168,13,McKenzie Distribution,,"Eulogio Rodriguez Sr. Avenue, Brgy. Kristong Hari, Quezon City, Metro Manila",,,,,,,133914126,0,,,0,121.0807041,14.59482171
43181,152,Olympic Badminton Club,,"Eulogio Rodriguez Sr. Avenue, Brgy. Mariana, Quezon City, Metro Manila",,,,,,,133914126,0,,,0,121.081032,14.601542
43194,166,Club Six Fifty,,"Eulogio Rodriguez Sr. Avenue, Brgy. Pinagkaisahan, Quezon City, Metro Manila",,,,,,,133914011,0,,,0,121.0799892,14.60455414
43198,363,LF Logistics,,"Eulogio Rodriguez Sr. Avenue, Brgy. Tatalon, Quezon City, Metro Manila",,,,,,,133914011,0,,,0,121.08589,14.60523
287470,312,Concorde,,"Eurotel Makati, 2314 Chino Roces Avenue cor. Antonio S. Arnaiz Avenue, Brgy. Pio Del Pilar, Makati City, Metro Manila",,,,,,,133914011,43230,,Cyber Mall,1,121.0806622,14.60762505
287468,218,Ministop,,"Eusebio Street, Brgy. San Miguel, Pasig City, Metro Manila",,,www.ministop.com.ph,,,,133914011,43230,,Cyber Mall,1,121.0806687,14.60759338
287483,102,A1 Driving,,"Eustaquio Street, Brgy. Concepcion Uno, Marikina City, Metro Manila",,,www.a-1driving.com,,,,133914011,43230,,Cyber Mall,1,121.0804763,14.60760826
43247,159,Camp Aguinaldo Golf Club,,"Evangelista Road, Brgy. 306, Manila, Metro Manila",02-9132750,,,,02-9118142,,133914019,0,,,0,121.0582791,14.60533335
43287,145,Fitness First,,"Evangelista Street, Brgy. Pio Del Pilar, Makati City, Metro Manila",,,www.fitnessfirst.com.ph,,,,133914011,43285,,Techno Plaza One,1,121.080389,14.611199
43294,111,International Center for IT Education,,"Ever Gotesco Commonwealth, Don Antonio Street, Brgy. Batasan Hills, Quezon City, Metro Manila",,,,,,,133914011,967510,,ICITE Building,1,121.0799898,14.6113423
43299,110,Thames International Business School,,"Everest Memorial Park, Brgy. Tunasan, Muntinlupa City, Metro Manila",,,,,,,133914011,967510,,ICITE Building,1,121.080034,14.61168
43312,107,Camp Gen. Emilio Aguinaldo High School,,"Evergrowth Building, 420 Banawe Avenue cor. Quezon Avenue, Brgy. Dona Josefa, Quezon City, Metro Manila",,,,,,,133914019,0,,,0,121.064555,14.61254
43333,318,RCJ Lines Bus Terminal,,"Everite Street, Brgy. Calumpang, Marikina City, Metro Manila",,,,,,,133914011,0,,,0,121.0754784,14.61356846
43310,181,Carmel of St. Therese of the Child Jesus,,"Everlasting Street, Brgy. Marcelo Green Village, Paranaque City, Metro Manila",,,,,,,133914128,0,,,0,121.036032,14.61290999
43724,111,Philippine School of Business Administration,,"Everlasting Street, Brgy. Marcelo Green Village, Paranaque City, Metro Manila",,,,,,,133914055,0,,,0,121.0731972,14.629943
43801,27,Xavierville Subdivision,,"Everlasting Street, Brgy. Nangka, Marikina City, Metro Manila",,,,,,,133914055,0,,,0,121.0719963,14.63325117
43184,28,Ivory Court,,"Executive Building Center, 369 Sen. Gil Puyat Avenue, Brgy. Bel-air, Makati City, Metro Manila",,,,,,,133914126,0,,,0,121.0736806,14.60180992
287460,167,Eden Nightclub,,"Exportbank Plaza, 1200 Sen. Gil Puyat Avenue, Brgy. Pio Del Pilar, Makati City, Metro Manila",02-8174301,,,,,,133914011,901139,,Eastwood City,2,121.0809412,14.60871105
43174,27,Greenmeadows Subdivision 3,,"Extra Street, Brgy. San Antonio, Paranaque City, Metro Manila",,,,,,,133914126,43175,,Corinthian Gardens,2,121.069244,14.597115
287456,44,Serye,,"F. Antonio Street, Brgy. Poblacion, Muntinlupa City, Metro Manila",,,,,,,133914011,43250,,Eastwood City Walk 1,1,121.0804577,14.60876451
287457,44,Gallileo Enoteca,,"F. B. Harrison Street, Brgy. 2, Pasay City, Metro Manila",,,,,,,133914011,43250,,Eastwood City Walk 1,1,121.0804757,14.60871447
43251,3,Central Plaza,,"F. Balagtas Street, Brgy. 861, Manila, Metro Manila",,,,,,,133914011,901139,,Eastwood City,2,121.080674,14.60895
287463,35,J. Cuppacakes,,"F. Balagtas Street, Brgy. 863, Manila, Metro Manila",02-5000864,,,,,,133914011,901139,,Eastwood City,2,121.0810177,14.60903117
287461,167,Jacks Loft,,"F. Bautista, Marulas, 1440 Valenzuela City, Metro Manila",02-4212048,,,,,,133914011,901139,,Eastwood City,2,121.080959,14.60874244
43250,195,Eastwood City Walk 1,,"F. Bautista, Marulas, 1440 Valenzuela City, Metro Manila",,,,,,,133914011,901139,,Eastwood City,2,121.0804503,14.60891597
287452,44,The Sizzlin Pepper Steak,,"F. Benitez Street, Brgy. Pasadena, San Juan City, Metro Manila",,,www.pancakehouse.com.ph,,,,133914011,901139,,Eastwood City,2,121.0804009,14.60911568
287453,44,Teriyaki Boy,,"F. Bernardo Street, Brgy. Daang Bakal, Mandaluyong City, Metro Manila",,,www.teriyakiboy.com.ph,,,,133914011,901139,,Eastwood City,2,121.0803329,14.60906876
287531,268,Transfer It,,"F. Blumentritt Street cor. F. Manalo Street, Brgy. Kabayanan, San Juan City, Metro Manila",02-7338653,,www.transferit.com.ph,,,,133914011,43262,,Eastwood City Walk 2,1,121.0810303,14.60930204
287532,39,Peanut Butter and Jeri,,"F. Blumentritt Street cor. M. Salvador Street, Brgy. San Perfecto, San Juan City, Metro Manila",,,,,,,133914011,43254,,Eastwood Cinemas,1,121.0813024,14.60932577
287536,227,Imono Collection,,"F. Blumentritt Street cor. Sto. Toribio Street, Brgy. San Perfecto, San Juan City, Metro Manila",,,www.imonojewelryph.com,,,,133914011,43262,,Eastwood City Walk 2,1,121.081215,14.60921034
287537,231,Lyric,,"F. Blumentritt Street, Brgy. Kabayanan, San Juan City, Metro Manila",02-4841202,,www.lyric.ph,,,,133914011,43262,,Eastwood City Walk 2,1,121.0811863,14.6091864
287538,243,2 Rats,,"F. Blumentritt Street, Brgy. Kabayanan, San Juan City, Metro Manila",02-4743369,,,,,,133914011,43262,,Eastwood City Walk 2,1,121.0811641,14.60915732
287541,39,Nuts About Candy,,"F. Blumentritt Street, Brgy. Kabayanan, San Juan City, Metro Manila",,,www.candycorner.ph,,,,133914011,43262,,Eastwood City Walk 2,1,121.0812655,14.60920647
287530,40,Better Than Ice Cream,,"F. Blumentritt Street, Brgy. Kabayanan, San Juan City, Metro Manila",,,,,,,133914011,43262,,Eastwood City Walk 2,1,121.0811417,14.60940196
287533,38,Fruitas,,"F. Blumentritt Street, Brgy. Kabayanan, San Juan City, Metro Manila",,,www.fruitasgroup.com/fruitas,,,,133914011,43262,,Eastwood City Walk 2,1,121.0811919,14.60927986
287535,38,Dippin Dots,,"F. Blumentritt Street, Brgy. Kabayanan, San Juan City, Metro Manila",,,,,,,133914011,43262,,Eastwood City Walk 2,1,121.0811438,14.60923457
287540,37,Spamu,,"F. Blumentritt Street, Brgy. Pedro Cruz, San Juan City, Metro Manila",,,,,,,133914011,43262,,Eastwood City Walk 2,1,121.0811336,14.609175
287542,37,Sabrett,,"F. Blumentritt Street, Brgy. Pedro Cruz, San Juan City, Metro Manila",,,,,,,133914011,43262,,Eastwood City Walk 2,1,121.0812481,14.60915804
287543,37,Magoos Pizza,,"F. Blumentritt Street, Brgy. Pedro Cruz, San Juan City, Metro Manila",,,,,,,133914011,43254,,Eastwood Cinemas,1,121.0812023,14.60912031
287464,167,The Distillery,,"F. Blumentritt Street, Brgy. Tibagan, San Juan City, Metro Manila",02-3525617,,,,,,133914011,43262,,Eastwood City Walk 2,1,121.080966,14.60924058
287539,145,Curves Womens Club,,"F. Blumentritt Street, Brgy. Tibagan, San Juan City, Metro Manila",,,,,,,133914011,43262,,Eastwood City Walk 2,1,121.0812017,14.6092724
287465,44,121 Grille and Restaurant,,"F. Castillo Street, Brgy. Bagumbuhay, Quezon City, Metro Manila",,,,,,,133914011,43262,,Eastwood City Walk 2,1,121.0810015,14.60927436
287528,44,Gerrys Grill,,"F. Castillo Street, Brgy. Bagumbuhay, Quezon City, Metro Manila",,,www.gerrysgrill.com/ph,,,,133914011,43262,,Eastwood City Walk 2,1,121.0810924,14.60937592
287534,35,Mrs. Fields,,"F. Castillo Street, Brgy. Marilag, Quezon City, Metro Manila",,,www.mrsfields.com.ph,,,,133914011,43262,,Eastwood City Walk 2,1,121.0811674,14.60925368
287467,37,Tokyo Bubble Tea,,"F. Castillo Street, Brgy. Marilag, Quezon City, Metro Manila",,,,,,,133914011,43262,,Eastwood City Walk 2,1,121.080839,14.60984983
43342,30,Phoenix Sun Business Park,,"F. Cayco Street, Brgy. 430, Manila, Metro Manila",,,,,,,133914011,0,,,0,121.075956,14.614375
43263,73,Eastwood City Information Center,,"F. Collantes Street, Brgy. Loyola Heights, Quezon City, Metro Manila",,,,,,,133914011,43261,,Fuente Circle,1,121.080747,14.609525
287554,219,MAC Cosmetics,,"F. Jalogon Street, Brgy. 827, Manila, Metro Manila",,,,,,,133914011,46091,,Eastwood Mall,1,121.0798058,14.61024499
287557,237,Steve Madden,,"F. Johnson Street, Brgy. 405, Manila, Metro Manila",,,www.stevemadden.com,,,,133914011,46091,,Eastwood Mall,1,121.0797632,14.61038181
287558,237,Nine West,,"F. Johnson Street, Brgy. 414, Manila, Metro Manila",,,www.ninewest.com,,,,133914011,46091,,Eastwood Mall,1,121.0797834,14.6103551
287559,213,158 Designers Blvd.,,"F. Manalo Road, Brgy. Nangka, Marikina City, Metro Manila",02-7065194,,,,,,133914011,46091,,Eastwood Mall,1,121.0795415,14.61063757
287562,213,Cache Cache,,"F. Manalo Street, Brgy. Batis, San Juan City, Metro Manila",02-9013085,,,,,,133914011,46091,,Eastwood Mall,1,121.0798101,14.61059608
287567,219,Shiseido,,"F. Manalo Street, Brgy. Calzada, Taguig City, Metro Manila",,,www.shiseido.com,,,,133914011,46091,,Eastwood Mall,1,121.0798428,14.61034847
287568,196,Royce,,"F. Manalo Street, Brgy. Kabayanan, San Juan City, Metro Manila",,,,,,,133914011,46091,,Eastwood Mall,1,121.0799432,14.61023452
287569,221,JMY Flowershop,,"F. Manalo Street, Brgy. Kabayanan, San Juan City, Metro Manila",,,,,,,133914011,46091,,Eastwood Mall,1,121.0800427,14.61001245
287570,100,"Fruiquet, Heavenly & Healthy Delights",,"F. Manalo Street, Brgy. Kabayanan, San Juan City, Metro Manila",02-7945999,,,,,,133914011,46091,,Eastwood Mall,1,121.0800816,14.60995845
287572,203,Beauty Bar,,"F. Manalo Street, Brgy. Ligid-tipas, Taguig City, Metro Manila",02-7065067,,www.shop.beautybar.com.ph,,,,133914011,46091,,Eastwood Mall,1,121.0800981,14.61022911
287573,213,Calvin Klein,,"F. Manalo Street, Brgy. Palingon, Taguig City, Metro Manila",02-7064973,,www.calvinklein.com,,,,133914011,46091,,Eastwood Mall,1,121.0801106,14.61024076
43278,4,One Central Park,,"F. Manalo Street, Brgy. Tuktukan, Taguig City, Metro Manila",,,,,,,133914011,46091,,Eastwood Mall,1,121.079486,14.610671
287551,37,Chucks Deli,,"F. Ortigas Road, Brgy. New Zaniga, Mandaluyong City, Metro Manila",02-9000503,,,,,,133914011,46091,,Eastwood Mall,1,121.0794638,14.61066363
287556,37,MoMo Cafe,,"F. Ortigas Road, Brgy. New Zaniga, Mandaluyong City, Metro Manila",,,,,,,133914011,46091,,Eastwood Mall,1,121.0797724,14.61030524
287580,38,Mr. Bean,,"F. Ortigas Road, Brgy. San Jose, Mandaluyong City, Metro Manila",,,www.facebook.com/pages/Mr-Bean-Philippines,,,,133914011,46091,,Eastwood Mall,1,121.0797454,14.61044251
287563,213,Charles & Keith,,"F. Ortigas Street, Brgy. Hagdang Bato Itaas, Mandaluyong City, Metro Manila",,,www.charleskeith.com/INTLStore/CK/PHL/Home,,,,133914011,46091,,Eastwood Mall,1,121.0798924,14.61055133
287577,44,The Flying Pig,,"F. Ortigas Street, Brgy. Hagdang Bato Itaas, Mandaluyong City, Metro Manila",,,,,,,133914011,46091,,Eastwood Mall,1,121.0802164,14.60996639
287552,44,Old Vine,,"F. Ortigas Street, Brgy. Hagdang Bato Itaas, Mandaluyong City, Metro Manila",02-7065574,,,,,,133914011,46091,,Eastwood Mall,1,121.079514,14.61063082
287553,44,Mr. Kurosawa,,"F. Pascual, Daanghari, 1485 Navotas City, Metro Manila",,,,,,,133914011,46091,,Eastwood Mall,1,121.0795985,14.61057477
287571,44,My Thai,,"F. Reria Street, Brgy. Poblacion, Muntinlupa City, Metro Manila",,,,,,,133914011,46091,,Eastwood Mall,1,121.0799694,14.61016862
287578,44,Red Crab Alimango House,,"F. Salalilla Street, Brgy. Milagrosa, Quezon City, Metro Manila",,,,,,,133914011,46091,,Eastwood Mall,1,121.0802771,14.60982943
287555,44,California Pizza Kitchen,,"F. Salalilla Street, Brgy. Milagrosa, Quezon City, Metro Manila",,,,,,,133914011,46091,,Eastwood Mall,1,121.0797494,14.61041191
43170,363,Filipinas Palm Oil Processing,,"F. Salalilla Street, Brgy. Milagrosa, Quezon City, Metro Manila",,,,,,,133914126,0,,,0,121.080009,14.597952
43177,427,People Power Monument,,"F. Salalilla Street, Brgy. Milagrosa, Quezon City, Metro Manila",,,,,,,133914019,0,,,0,121.060126,14.600033
43204,305,Total,,"F. Santos Street, Brgy. Ermitano, San Juan City, Metro Manila",,,www.totaloil.com.ph,,,,133914011,0,,,0,121.0823678,14.60569331
287472,391,Camerahaus,,"F. Trinidad Street, San Isidro Subdivision, Brgy. Pamplona Uno, Las Pinas City, Metro Manila",,,www.camerahaus.com,,,,133914011,43230,,Cyber Mall,1,121.0805279,14.60765776
287473,224,Clipper,,"F. Valentin Street cor. San Luis Street, Brgy. Onse, San Juan City, Metro Manila",,,www.facebook.com/clippergifts,,,,133914011,43230,,Cyber Mall,1,121.0804491,14.60780414
287479,220,E-Pipe,,"F.B. Harrison Street cor. EDSA Ext., Brgy. 76, Pasay City, Metro Manila",,,www.epipe.com.ph,,,,133914011,43230,,Cyber Mall,1,121.0804924,14.60773536
287482,212,Wellcom Telecom,,"F.B. Harrison Street cor. Taft Avenue, Brgy. 78, Pasay City, Metro Manila",,,www.e-wellcom.com,,,,133914011,43230,,Cyber Mall,1,121.0804716,14.60772937
287469,332,Mr. Quickie,,"F.B. Harrison Street, Brgy. 75, Pasay City, Metro Manila",,,www.mrquickie.com,,,,133914011,43230,,Cyber Mall,1,121.0806073,14.60766569
287471,388,Kodak Express,,"F.Y. Manalo Street, Brgy. 894, Manila, Metro Manila",,,www.kodak.com.ph,,,,133914011,43230,,Cyber Mall,1,121.0804981,14.6077947
287478,227,Gold Buyers Philippines Limited,,"F.Y. Manalo Street, Brgy. 894, Manila, Metro Manila",,,,,,,133914011,43230,,Cyber Mall,1,121.0804514,14.60780521
43226,9,Cyber One,,"F.Y. Manalo Street, Brgy. 896, Manila, Metro Manila",,,,,,,133914011,43230,,Cyber Mall,1,121.0805695,14.60770611
287459,44,Red Buffalo Wings,,"F.Y. Manalo Street, Brgy. 897, Manila, Metro Manila",,,,,,,133914011,43235,,Eastwood Viewing Tower,1,121.0805376,14.6082154
287495,37,Quacky Moo,,"F.Y. Manalo Street, Brgy. 897, Manila, Metro Manila",,,,,,,133914011,43262,,Eastwood City Walk 2,1,121.0812822,14.61010297
43293,404,Robinsons Supermarket,,"F.Y. Manalo Street, Brgy. 897, Manila, Metro Manila",,,www.robinsons-supermarket.com.ph,,,,133914011,43291,,Olympic Heights,1,121.0795491,14.61129117
43316,247,3D Service Center,,"F.Y. Manalo Street, Brgy. 897, Manila, Metro Manila",,,,,,,133914011,0,,,0,121.077182,14.612908
43296,30,Mighty Goose Corporation,,"F.Y. Manalo Street, Brgy. 897, Manila, Metro Manila",,,,,,,133914011,0,,,0,121.077996,14.611448
43327,107,Ponciano Bernardo High School,,"F.Y. Manalo Street, Brgy. 900, Manila, Metro Manila",,,,,,,133914008,0,,,0,121.0498907,14.61353025
43252,28,Gilmore Townhomes,,"F.Y. Manalo Street, Brgy. 900, Manila, Metro Manila",,,,,,,133914128,0,,,0,121.038949,14.60904
288143,3,Woodrose Building,,"F1 City Center, 32nd Street cor. Lane A, Brgy. Fort Bonifacio, Taguig City, Metro Manila",,,,,,,133914011,0,,,0,121.0756248,14.61031635
43171,27,Greenwich Subdivision,,"F1 City Center, 32nd Street cor. Lane A, Brgy. Fort Bonifacio, Taguig City, Metro Manila",,,,,,,133914126,43175,,Corinthian Gardens,2,121.068138,14.596627
43172,27,Greenmeadows Subdivision 1,,"F1 City Center, 32nd Street cor. Lane A, Brgy. Fort Bonifacio, Taguig City, Metro Manila",,,,,,,133914126,0,,,0,121.0738471,14.59695711
43175,27,Corinthian Gardens,,"F1 City Center, 32nd Street cor. Lane A, Brgy. Fort Bonifacio, Taguig City, Metro Manila",,,,,,,133914126,0,,,0,121.064114,14.599146
43191,363,Universal Robina Corporation,,"F1 City Center, 32nd Street cor. Lane A, Brgy. Fort Bonifacio, Taguig City, Metro Manila",,,,,,,133914011,0,,,0,121.084688,14.604309
43197,27,The Acropolis,,"F1 City Center, 32nd Street cor. Lane A, Brgy. Fort Bonifacio, Taguig City, Metro Manila",,,,,,,133914011,0,,,0,121.077138,14.603553
288221,37,Big Guys Pizza,,"F1 City Center, 32nd Street cor. Lane A, Brgy. Fort Bonifacio, Taguig City, Metro Manila",,,,,,,133914011,0,,,0,121.0789316,14.60334236
288193,3,JW Plaza,,"Fabella Road, Brgy. Addition Hills, Mandaluyong City, Metro Manila",,,,,,,133914011,0,,,0,121.0785678,14.60646995
